ticket_id,date,produit,catégorie,quantité,montant,client_id
T004547,2024-02-14,Pâtes,Alimentaire,1,5.29,C048
T004547,2024-02-14,Riz,Alimentaire,1,2.05,C048
T004547,2024-02-14,Lait,Alimentaire,4,9.66,C048
T004548,2024-01-18,Lait,Alimentaire,3,10.47,C017
T004548,2024-01-18,Chips,Snack,1,3.0,C017
T004549,2024-10-11,Pâtes,Alimentaire,3,8.67,C016
T004549,2024-10-11,Fromage,Alimentaire,3,9.05,C016
T004549,2024-10-11,Riz,Alimentaire,2,5.54,C016
T004549,2024-10-11,Bonbons,Snack,2,5.55,C016
T004550,2024-07-23,Bière,Boisson,3,5.4,C033
T004551,2024-02-11,Lait,Alimentaire,4,12.08,C047
T004551,2024-02-11,Pâtes,Alimentaire,2,10.3,C047
T004551,2024-02-11,Bonbons,Snack,3,7.34,C047
T004552,2024-09-14,Lait,Alimentaire,1,5.22,C038
T004552,2024-09-14,Chocolat,Snack,1,3.93,C038
T004552,2024-09-14,Fromage,Alimentaire,2,4.43,C038
T004552,2024-09-14,Chips,Snack,4,8.52,C038
T004553,2024-08-02,Lait,Alimentaire,4,21.05,C039
T004553,2024-08-02,Riz,Alimentaire,4,16.55,C039
T004553,2024-08-02,Fromage,Alimentaire,2,9.14,C039
T004555,2024-03-11,Riz,Alimentaire,3,9.7,C037
T004555,2024-03-11,Chips,Snack,1,1.81,C037
T004556,2024-07-30,Soda,Boisson,3,6.96,C044
T004556,2024-07-30,Chocolat,Snack,3,6.07,C044
T004556,2024-07-30,Riz,Alimentaire,3,11.09,C044
T004556,2024-07-30,Bonbons,Snack,1,2.11,C044
T004556,2024-07-30,Pâtes,Alimentaire,3,17.49,C044
T004558,2024-08-10,Chocolat,Snack,3,10.01,C010
T004558,2024-08-10,Fromage,Alimentaire,2,5.14,C010
T004558,2024-08-10,Chips,Snack,3,9.33,C010
T004558,2024-08-10,Pâtes,Alimentaire,1,4.52,C010
T004558,2024-08-10,Jus,Boisson,3,3.42,C010
T004558,2024-08-10,Riz,Alimentaire,4,15.29,C010
T004559,2024-07-01,Soda,Boisson,1,2.13,C037
T004559,2024-07-01,Bière,Boisson,2,2.54,C037
T004559,2024-07-01,Chocolat,Snack,2,5.69,C037
T004559,2024-07-01,Pain,Alimentaire,4,21.88,C037
T004559,2024-07-01,Bonbons,Snack,1,1.52,C037
T004560,2024-05-14,Pâtes,Alimentaire,2,5.82,C038
T004561,2024-05-14,Bonbons,Snack,3,4.72,C039
T004561,2024-05-14,Chips,Snack,4,12.59,C039
T004561,2024-05-14,Riz,Alimentaire,2,7.76,C039
T004561,2024-05-14,Pain,Alimentaire,4,14.26,C039
T004561,2024-05-14,Chocolat,Snack,2,4.2,C039
T004562,2024-02-03,Fromage,Alimentaire,3,12.82,C042
T004562,2024-02-03,Chocolat,Snack,1,3.49,C042
T004562,2024-02-03,Lait,Alimentaire,1,3.21,C042
T004562,2024-02-03,Bonbons,Snack,1,2.85,C042
T004563,2024-12-09,Chips,Snack,4,14.87,C031
T004564,2024-06-05,Chips,Snack,3,11.97,C030
T004564,2024-06-05,Pâtes,Alimentaire,4,19.75,C030
T004564,2024-06-05,Lait,Alimentaire,2,10.4,C030
T004564,2024-06-05,Pain,Alimentaire,3,8.75,C030
T004565,2024-01-05,Chocolat,Snack,4,9.33,C028
T004565,2024-01-05,Chips,Snack,1,3.34,C028
T004565,2024-01-05,Pâtes,Alimentaire,3,16.94,C028
T004566,2024-05-24,Pain,Alimentaire,2,8.34,C033
T004567,2024-12-16,Chips,Snack,2,6.32,C042
T004567,2024-12-16,Pâtes,Alimentaire,2,9.45,C042
T004568,2024-12-14,Chocolat,Snack,3,5.41,C026
T004569,2024-03-13,Lait,Alimentaire,4,12.1,C005
T004569,2024-03-13,Pâtes,Alimentaire,3,15.47,C005
T004570,2024-12-08,Bonbons,Snack,2,3.81,C025
T004570,2024-12-08,Chips,Snack,2,7.57,C025
T004571,2024-03-19,Chips,Snack,3,10.46,C023
T004572,2024-02-28,Fromage,Alimentaire,1,5.73,C043
T004572,2024-02-28,Bonbons,Snack,4,11.79,C043
T004572,2024-02-28,Chocolat,Snack,1,2.96,C043
T004572,2024-02-28,Lait,Alimentaire,4,18.32,C043
T004573,2024-02-25,Pain,Alimentaire,4,11.07,C030
T004574,2024-04-19,Riz,Alimentaire,4,15.47,C015
T004574,2024-04-19,Pain,Alimentaire,4,14.89,C015
T004574,2024-04-19,Pâtes,Alimentaire,4,18.78,C015
T004574,2024-04-19,Chips,Snack,4,10.28,C015
T004575,2024-08-14,Lait,Alimentaire,4,22.2,C032
T004575,2024-08-14,Soda,Boisson,3,5.3,C032
T004575,2024-08-14,Chips,Snack,4,15.95,C032
T004575,2024-08-14,Eau,Boisson,1,1.66,C032
T004575,2024-08-14,Fromage,Alimentaire,1,5.68,C032
T004576,2024-11-10,Pâtes,Alimentaire,1,3.56,C036
T004577,2024-01-18,Riz,Alimentaire,2,10.92,C045
T004578,2024-04-22,Pain,Alimentaire,1,4.38,C017
T004578,2024-04-22,Bonbons,Snack,4,11.01,C017
T004578,2024-04-22,Fromage,Alimentaire,1,2.24,C017
T004578,2024-04-22,Riz,Alimentaire,1,3.85,C017
T004579,2024-01-12,Bonbons,Snack,3,6.44,C022
T004580,2024-05-08,Fromage,Alimentaire,2,9.72,C004
T004580,2024-05-08,Riz,Alimentaire,3,10.5,C004
T004581,2024-11-20,Lait,Alimentaire,4,21.96,C043
T004581,2024-11-20,Pain,Alimentaire,3,13.45,C043
T004581,2024-11-20,Pâtes,Alimentaire,3,8.1,C043
T004582,2024-04-22,Fromage,Alimentaire,3,10.85,C031
T004582,2024-04-22,Riz,Alimentaire,1,3.56,C031
T004583,2024-12-23,Bonbons,Snack,2,6.93,C034
T004583,2024-12-23,Pâtes,Alimentaire,2,4.41,C034
T004584,2024-01-09,Lait,Alimentaire,2,6.56,C037
T004585,2024-06-16,Lait,Alimentaire,2,4.69,C042
T004585,2024-06-16,Bonbons,Snack,4,13.14,C042
T004585,2024-06-16,Eau,Boisson,4,11.47,C042
T004585,2024-06-16,Pain,Alimentaire,2,6.45,C042
T004585,2024-06-16,Pâtes,Alimentaire,3,11.92,C042
T004586,2024-08-19,Bonbons,Snack,4,15.79,C015
T004587,2024-11-17,Lait,Alimentaire,4,19.17,C035
T004588,2024-08-30,Lait,Alimentaire,3,7.12,C024
T004588,2024-08-30,Chocolat,Snack,1,3.15,C024
T004589,2024-09-24,Chips,Snack,3,9.06,C021
T004589,2024-09-24,Riz,Alimentaire,2,9.39,C021
T004590,2024-11-29,Fromage,Alimentaire,1,2.47,C023
T004590,2024-11-29,Chocolat,Snack,1,2.0,C023
T004590,2024-11-29,Pâtes,Alimentaire,3,9.6,C023
T004590,2024-11-29,Pain,Alimentaire,3,8.2,C023
T004591,2024-09-11,Pâtes,Alimentaire,2,6.39,C043
T004592,2024-08-02,Lait,Alimentaire,4,9.45,C026
T004592,2024-08-02,Fromage,Alimentaire,2,11.18,C026
T004592,2024-08-02,Bonbons,Snack,1,2.56,C026
T004592,2024-08-02,Eau,Boisson,4,8.01,C026
T004592,2024-08-02,Chips,Snack,1,2.18,C026
T004593,2024-09-16,Fromage,Alimentaire,3,9.25,C011
T004593,2024-09-16,Chocolat,Snack,3,5.36,C011
T004593,2024-09-16,Bonbons,Snack,2,5.62,C011
T004594,2024-02-14,Lait,Alimentaire,1,3.53,C027
T004595,2024-09-14,Chocolat,Snack,1,1.7,C004
T004596,2024-08-28,Lait,Alimentaire,3,12.24,C006
T004596,2024-08-28,Eau,Boisson,3,8.93,C006
T004596,2024-08-28,Jus,Boisson,3,5.05,C006
T004596,2024-08-28,Riz,Alimentaire,4,22.99,C006
T004596,2024-08-28,Fromage,Alimentaire,3,11.84,C006
T004597,2024-01-08,Lait,Alimentaire,2,9.49,C041
T004597,2024-01-08,Fromage,Alimentaire,3,9.14,C041
T004598,2024-01-05,Fromage,Alimentaire,4,21.65,C030
T004598,2024-01-05,Chips,Snack,1,2.61,C030
T004598,2024-01-05,Riz,Alimentaire,3,9.17,C030
T004598,2024-01-05,Lait,Alimentaire,2,5.55,C030
T004599,2024-09-27,Bonbons,Snack,1,1.85,C002
T004599,2024-09-27,Pâtes,Alimentaire,2,4.3,C002
T004600,2024-09-24,Pain,Alimentaire,2,9.59,C004
T004601,2024-11-25,Riz,Alimentaire,4,10.34,C007
T004601,2024-11-25,Chips,Snack,2,5.92,C007
T004601,2024-11-25,Lait,Alimentaire,4,9.23,C007
T004602,2024-08-21,Chocolat,Snack,2,5.16,C028
T004602,2024-08-21,Chips,Snack,4,12.2,C028
T004603,2024-05-05,Chocolat,Snack,3,8.11,C018
T004603,2024-05-05,Pâtes,Alimentaire,4,8.9,C018
T004603,2024-05-05,Chips,Snack,1,1.57,C018
T004604,2024-11-12,Pain,Alimentaire,4,15.57,C010
T004604,2024-11-12,Fromage,Alimentaire,2,4.26,C010
T004606,2024-11-04,Lait,Alimentaire,1,5.36,C035
T004607,2024-10-24,Lait,Alimentaire,4,21.1,C018
T004607,2024-10-24,Pain,Alimentaire,4,10.7,C018
T004607,2024-10-24,Chips,Snack,2,4.99,C018
T004607,2024-10-24,Riz,Alimentaire,4,15.72,C018
T004608,2024-03-23,Bonbons,Snack,3,8.8,C035
T004608,2024-03-23,Pâtes,Alimentaire,3,15.08,C035
T004609,2024-01-24,Chips,Snack,3,7.04,C018
T004609,2024-01-24,Pâtes,Alimentaire,3,7.23,C018
T004610,2024-08-15,Bonbons,Snack,1,2.56,C011
T004611,2024-10-23,Bonbons,Snack,1,3.88,C025
T004611,2024-10-23,Riz,Alimentaire,3,6.97,C025
T004611,2024-10-23,Pain,Alimentaire,3,17.59,C025
T004611,2024-10-23,Pâtes,Alimentaire,3,16.65,C025
T004612,2024-09-03,Bonbons,Snack,1,3.8,C022
T004613,2024-10-19,Fromage,Alimentaire,4,10.37,C025
T004613,2024-10-19,Chocolat,Snack,4,14.57,C025
T004613,2024-10-19,Bonbons,Snack,4,6.79,C025
T004613,2024-10-19,Riz,Alimentaire,4,13.28,C025
T004614,2024-09-21,Bonbons,Snack,4,13.9,C049
T004614,2024-09-21,Pâtes,Alimentaire,4,15.53,C049
T004614,2024-09-21,Fromage,Alimentaire,4,9.86,C049
T004614,2024-09-21,Chips,Snack,2,6.76,C049
T004614,2024-09-21,Pain,Alimentaire,3,6.2,C049
T004615,2024-06-19,Eau,Boisson,1,1.08,C038
T004616,2024-11-02,Pain,Alimentaire,4,23.76,C001
T004616,2024-11-02,Riz,Alimentaire,2,7.82,C001
T004616,2024-11-02,Lait,Alimentaire,2,5.32,C001
T004617,2024-04-01,Pain,Alimentaire,3,6.34,C028
T004617,2024-04-01,Pâtes,Alimentaire,1,4.79,C028
T004617,2024-04-01,Bonbons,Snack,3,6.73,C028
T004618,2024-01-09,Lait,Alimentaire,4,20.0,C011
T004618,2024-01-09,Chocolat,Snack,4,10.28,C011
T004620,2024-02-08,Chocolat,Snack,3,10.34,C038
T004621,2024-03-04,Lait,Alimentaire,3,7.58,C027
T004622,2024-05-25,Riz,Alimentaire,1,3.22,C044
T004622,2024-05-25,Chips,Snack,3,10.41,C044
T004622,2024-05-25,Pain,Alimentaire,1,4.21,C044
T004623,2024-12-19,Chocolat,Snack,2,4.45,C006
T004624,2024-05-05,Pâtes,Alimentaire,2,6.44,C001
T004624,2024-05-05,Pain,Alimentaire,2,8.29,C001
T004624,2024-05-05,Lait,Alimentaire,2,8.95,C001
T004625,2024-03-04,Pain,Alimentaire,2,5.52,C009
T004626,2024-07-10,Eau,Boisson,2,4.61,C044
T004626,2024-07-10,Fromage,Alimentaire,2,10.58,C044
T004626,2024-07-10,Lait,Alimentaire,2,11.77,C044
T004626,2024-07-10,Chips,Snack,1,3.31,C044
T004626,2024-07-10,Pain,Alimentaire,4,19.26,C044
T004627,2024-07-19,Jus,Boisson,1,2.95,C006
T004627,2024-07-19,Lait,Alimentaire,4,22.07,C006
T004627,2024-07-19,Chips,Snack,1,3.55,C006
T004627,2024-07-19,Chocolat,Snack,3,8.43,C006
T004628,2024-05-05,Pain,Alimentaire,2,10.23,C009
T004629,2024-09-28,Chips,Snack,1,3.1,C039
T004629,2024-09-28,Pain,Alimentaire,2,10.47,C039
T004629,2024-09-28,Pâtes,Alimentaire,4,18.42,C039
T004630,2024-05-20,Bonbons,Snack,1,2.12,C002
T004630,2024-05-20,Pain,Alimentaire,2,11.16,C002
T004631,2024-01-24,Riz,Alimentaire,1,4.21,C031
T004631,2024-01-24,Pain,Alimentaire,4,18.76,C031
T004631,2024-01-24,Chocolat,Snack,2,6.82,C031
T004631,2024-01-24,Bonbons,Snack,2,7.6,C031
T004632,2024-10-21,Pain,Alimentaire,3,6.78,C043
T004632,2024-10-21,Fromage,Alimentaire,1,2.85,C043
T004632,2024-10-21,Chips,Snack,2,7.93,C043
T004632,2024-10-21,Riz,Alimentaire,3,11.08,C043
T004632,2024-10-21,Lait,Alimentaire,1,4.2,C043
T004634,2024-05-07,Riz,Alimentaire,4,22.34,C014
T004634,2024-05-07,Lait,Alimentaire,4,13.88,C014
T004634,2024-05-07,Bonbons,Snack,2,6.9,C014
T004636,2024-09-19,Fromage,Alimentaire,2,5.04,C043
T004636,2024-09-19,Pâtes,Alimentaire,3,11.34,C043
T004638,2024-03-13,Chips,Snack,1,2.38,C026
T004639,2024-07-01,Bonbons,Snack,4,13.13,C038
T004639,2024-07-01,Pâtes,Alimentaire,1,5.46,C038
T004639,2024-07-01,Fromage,Alimentaire,4,10.59,C038
T004639,2024-07-01,Eau,Boisson,1,1.13,C038
T004641,2024-03-28,Fromage,Alimentaire,3,12.76,C006
T004641,2024-03-28,Riz,Alimentaire,4,17.44,C006
T004642,2024-01-14,Pain,Alimentaire,2,9.59,C037
T004643,2024-10-07,Pain,Alimentaire,4,12.16,C016
T004643,2024-10-07,Riz,Alimentaire,1,2.75,C016
T004643,2024-10-07,Chocolat,Snack,4,7.9,C016
T004643,2024-10-07,Fromage,Alimentaire,3,17.53,C016
T004644,2024-04-23,Pain,Alimentaire,4,9.37,C046
T004645,2024-09-13,Fromage,Alimentaire,2,10.63,C029
T004645,2024-09-13,Riz,Alimentaire,2,4.02,C029
T004646,2024-05-04,Chocolat,Snack,2,3.73,C041
T004646,2024-05-04,Pâtes,Alimentaire,4,18.72,C041
T004646,2024-05-04,Bonbons,Snack,2,6.82,C041
T004647,2024-11-12,Bonbons,Snack,2,7.62,C001
T004647,2024-11-12,Pain,Alimentaire,3,11.37,C001
T004648,2024-11-09,Riz,Alimentaire,4,10.51,C020
T004649,2024-09-30,Lait,Alimentaire,4,20.95,C016
T004650,2024-01-13,Pâtes,Alimentaire,2,10.29,C022
T004651,2024-04-27,Riz,Alimentaire,2,8.99,C029
T004651,2024-04-27,Chips,Snack,2,4.36,C029
T004651,2024-04-27,Pain,Alimentaire,3,12.52,C029
T004651,2024-04-27,Lait,Alimentaire,1,3.36,C029
T004652,2024-03-18,Riz,Alimentaire,3,13.02,C015
T004653,2024-02-16,Bonbons,Snack,3,11.16,C024
T004654,2024-10-26,Riz,Alimentaire,3,13.68,C029
T004655,2024-11-10,Chocolat,Snack,2,5.53,C045
T004655,2024-11-10,Pâtes,Alimentaire,2,11.43,C045
T004656,2024-07-18,Chips,Snack,2,7.66,C018
T004656,2024-07-18,Lait,Alimentaire,3,14.26,C018
T004656,2024-07-18,Pâtes,Alimentaire,3,15.09,C018
T004656,2024-07-18,Bonbons,Snack,3,10.12,C018
T004656,2024-07-18,Pain,Alimentaire,1,3.06,C018
T004657,2024-06-11,Riz,Alimentaire,2,11.71,C023
T004657,2024-06-11,Bonbons,Snack,2,6.1,C023
T004657,2024-06-11,Lait,Alimentaire,3,14.24,C023
T004657,2024-06-11,Pâtes,Alimentaire,1,2.01,C023
T004658,2024-01-12,Fromage,Alimentaire,4,22.98,C045
T004658,2024-01-12,Pain,Alimentaire,1,2.37,C045
T004658,2024-01-12,Riz,Alimentaire,1,5.02,C045
T004659,2024-10-09,Bonbons,Snack,4,7.35,C002
T004659,2024-10-09,Chips,Snack,4,11.03,C002
T004659,2024-10-09,Fromage,Alimentaire,2,6.7,C002
T004659,2024-10-09,Pain,Alimentaire,4,14.63,C002
T004660,2024-07-10,Lait,Alimentaire,3,10.4,C004
T004660,2024-07-10,Chocolat,Snack,4,9.07,C004
T004660,2024-07-10,Riz,Alimentaire,4,19.75,C004
T004661,2024-10-15,Lait,Alimentaire,3,16.69,C015
T004661,2024-10-15,Pain,Alimentaire,3,12.16,C015
T004662,2024-05-23,Lait,Alimentaire,4,9.11,C038
T004662,2024-05-23,Fromage,Alimentaire,1,5.89,C038
T004663,2024-03-09,Pain,Alimentaire,1,5.92,C049
T004663,2024-03-09,Bonbons,Snack,1,3.54,C049
T004663,2024-03-09,Pâtes,Alimentaire,2,6.86,C049
T004663,2024-03-09,Lait,Alimentaire,3,17.07,C049
T004664,2024-09-16,Pain,Alimentaire,3,6.78,C042
T004664,2024-09-16,Fromage,Alimentaire,1,4.39,C042
T004664,2024-09-16,Bonbons,Snack,4,14.61,C042
T004664,2024-09-16,Chocolat,Snack,2,6.45,C042
T004665,2024-07-04,Lait,Alimentaire,3,7.07,C033
T004665,2024-07-04,Pain,Alimentaire,3,10.39,C033
T004665,2024-07-04,Bière,Boisson,1,2.47,C033
T004665,2024-07-04,Bonbons,Snack,3,9.92,C033
T004665,2024-07-04,Fromage,Alimentaire,4,19.37,C033
T004666,2024-12-18,Fromage,Alimentaire,1,4.9,C036
T004666,2024-12-18,Chips,Snack,4,9.92,C036
T004667,2024-10-01,Riz,Alimentaire,2,11.07,C006
T004669,2024-09-02,Riz,Alimentaire,1,3.1,C012
T004669,2024-09-02,Bonbons,Snack,1,2.85,C012
T004669,2024-09-02,Chips,Snack,2,5.41,C012
T004670,2024-09-20,Pain,Alimentaire,3,9.9,C034
T004670,2024-09-20,Pâtes,Alimentaire,1,5.68,C034
T004670,2024-09-20,Riz,Alimentaire,3,14.3,C034
T004670,2024-09-20,Chocolat,Snack,2,3.75,C034
T004671,2024-03-21,Fromage,Alimentaire,1,4.95,C020
T004672,2024-12-17,Riz,Alimentaire,2,4.68,C021
T004672,2024-12-17,Chips,Snack,3,10.93,C021
T004672,2024-12-17,Bonbons,Snack,2,7.69,C021
T004672,2024-12-17,Pâtes,Alimentaire,2,8.52,C021
T004672,2024-12-17,Pain,Alimentaire,1,3.84,C021
T004673,2024-10-26,Bonbons,Snack,3,7.84,C032
T004673,2024-10-26,Pâtes,Alimentaire,4,21.55,C032
T004673,2024-10-26,Lait,Alimentaire,2,9.29,C032
T004673,2024-10-26,Riz,Alimentaire,1,5.43,C032
T004674,2024-03-13,Lait,Alimentaire,3,8.45,C015
T004674,2024-03-13,Fromage,Alimentaire,3,17.08,C015
T004675,2024-05-24,Lait,Alimentaire,3,15.74,C006
T004675,2024-05-24,Chocolat,Snack,3,5.34,C006
T004675,2024-05-24,Pâtes,Alimentaire,2,7.6,C006
T004676,2024-09-20,Chips,Snack,2,4.64,C043
T004676,2024-09-20,Fromage,Alimentaire,4,14.22,C043
T004677,2024-01-05,Pâtes,Alimentaire,4,8.62,C048
T004677,2024-01-05,Chips,Snack,1,2.03,C048
T004677,2024-01-05,Pain,Alimentaire,2,8.87,C048
T004678,2024-03-05,Chocolat,Snack,4,13.59,C042
T004678,2024-03-05,Riz,Alimentaire,1,5.17,C042
T004679,2024-08-04,Eau,Boisson,3,5.2,C026
T004679,2024-08-04,Fromage,Alimentaire,3,13.56,C026
T004679,2024-08-04,Soda,Boisson,2,4.93,C026
T004680,2024-08-05,Bière,Boisson,2,4.37,C042
T004680,2024-08-05,Fromage,Alimentaire,3,12.94,C042
T004680,2024-08-05,Soda,Boisson,4,6.85,C042
T004680,2024-08-05,Lait,Alimentaire,1,5.11,C042
T004681,2024-02-15,Pâtes,Alimentaire,1,2.34,C006
T004681,2024-02-15,Bonbons,Snack,3,10.82,C006
T004681,2024-02-15,Chips,Snack,4,14.09,C006
T004681,2024-02-15,Chocolat,Snack,4,9.72,C006
T004682,2024-10-08,Chocolat,Snack,4,14.11,C023
T004682,2024-10-08,Pain,Alimentaire,1,5.59,C023
T004682,2024-10-08,Lait,Alimentaire,4,21.98,C023
T004683,2024-12-06,Chips,Snack,4,8.78,C045
T004683,2024-12-06,Lait,Alimentaire,2,10.91,C045
T004683,2024-12-06,Chocolat,Snack,2,6.69,C045
T004683,2024-12-06,Pain,Alimentaire,2,6.16,C045
T004684,2024-12-30,Pain,Alimentaire,3,12.34,C004
T004684,2024-12-30,Bonbons,Snack,1,2.01,C004
T004684,2024-12-30,Fromage,Alimentaire,1,5.21,C004
T004684,2024-12-30,Pâtes,Alimentaire,1,3.69,C004
T004685,2024-01-03,Chocolat,Snack,3,7.51,C045
T004685,2024-01-03,Pâtes,Alimentaire,1,6.0,C045
T004686,2024-08-31,Pâtes,Alimentaire,2,4.75,C018
T004686,2024-08-31,Soda,Boisson,4,10.53,C018
T004686,2024-08-31,Chocolat,Snack,2,6.3,C018
T004686,2024-08-31,Bière,Boisson,1,2.96,C018
T004687,2024-11-11,Pâtes,Alimentaire,2,9.17,C045
T004687,2024-11-11,Lait,Alimentaire,3,7.57,C045
T004688,2024-03-13,Fromage,Alimentaire,4,12.01,C039
T004689,2024-07-25,Pâtes,Alimentaire,1,4.05,C032
T004689,2024-07-25,Riz,Alimentaire,2,9.37,C032
T004690,2024-05-12,Pâtes,Alimentaire,4,17.35,C034
T004690,2024-05-12,Riz,Alimentaire,2,5.61,C034
T004690,2024-05-12,Pain,Alimentaire,2,9.69,C034
T004691,2024-03-01,Chocolat,Snack,3,5.95,C002
T004691,2024-03-01,Fromage,Alimentaire,4,18.57,C002
T004692,2024-01-01,Riz,Alimentaire,2,4.15,C049
T004693,2024-04-21,Bonbons,Snack,1,3.88,C039
T004693,2024-04-21,Pâtes,Alimentaire,3,16.82,C039
T004694,2024-01-31,Chips,Snack,1,3.71,C024
T004694,2024-01-31,Fromage,Alimentaire,1,5.69,C024
T004695,2024-10-28,Lait,Alimentaire,3,6.33,C008
T004695,2024-10-28,Riz,Alimentaire,3,10.84,C008
T004695,2024-10-28,Pâtes,Alimentaire,2,6.89,C008
T004696,2024-08-19,Lait,Alimentaire,2,6.14,C049
T004696,2024-08-19,Soda,Boisson,3,7.45,C049
T004696,2024-08-19,Riz,Alimentaire,1,5.86,C049
T004697,2024-01-27,Pâtes,Alimentaire,1,5.89,C044
T004697,2024-01-27,Riz,Alimentaire,4,19.31,C044
T004698,2024-07-05,Lait,Alimentaire,3,12.39,C008
T004698,2024-07-05,Chocolat,Snack,2,7.84,C008
T004698,2024-07-05,Pain,Alimentaire,3,11.04,C008
T004698,2024-07-05,Soda,Boisson,3,4.09,C008
T004698,2024-07-05,Jus,Boisson,3,8.43,C008
T004698,2024-07-05,Eau,Boisson,2,4.8,C008
T004699,2024-10-17,Lait,Alimentaire,1,2.45,C024
T004699,2024-10-17,Riz,Alimentaire,2,11.83,C024
T004700,2024-03-07,Riz,Alimentaire,1,5.55,C014
T004701,2024-06-04,Bière,Boisson,3,5.64,C002
T004701,2024-06-04,Riz,Alimentaire,2,11.37,C002
T004701,2024-06-04,Chips,Snack,3,8.98,C002
T004701,2024-06-04,Pâtes,Alimentaire,4,16.75,C002
T004701,2024-06-04,Fromage,Alimentaire,4,19.08,C002
T004701,2024-06-04,Pain,Alimentaire,2,6.79,C002
T004702,2024-02-02,Fromage,Alimentaire,1,5.04,C014
T004702,2024-02-02,Chips,Snack,3,11.87,C014
T004702,2024-02-02,Bonbons,Snack,2,4.75,C014
T004702,2024-02-02,Pâtes,Alimentaire,4,20.6,C014
T004703,2024-10-12,Bonbons,Snack,2,6.61,C017
T004704,2024-04-01,Lait,Alimentaire,2,5.72,C010
T004704,2024-04-01,Fromage,Alimentaire,4,13.73,C010
T004704,2024-04-01,Pain,Alimentaire,2,10.12,C010
T004705,2024-02-12,Pâtes,Alimentaire,2,11.45,C025
T004705,2024-02-12,Riz,Alimentaire,2,4.79,C025
T004705,2024-02-12,Chocolat,Snack,3,9.08,C025
T004706,2024-05-07,Chips,Snack,3,5.99,C026
T004706,2024-05-07,Bonbons,Snack,3,9.54,C026
T004706,2024-05-07,Pâtes,Alimentaire,2,6.78,C026
T004707,2024-04-30,Lait,Alimentaire,4,23.99,C020
T004707,2024-04-30,Chocolat,Snack,4,12.2,C020
T004707,2024-04-30,Pâtes,Alimentaire,2,11.25,C020
T004708,2024-12-24,Chips,Snack,3,9.75,C029
T004708,2024-12-24,Fromage,Alimentaire,4,19.44,C029
T004709,2024-03-20,Lait,Alimentaire,1,5.82,C005
T004709,2024-03-20,Pain,Alimentaire,1,5.66,C005
T004709,2024-03-20,Pâtes,Alimentaire,4,20.42,C005
T004710,2024-03-22,Fromage,Alimentaire,4,13.11,C010
T004710,2024-03-22,Pâtes,Alimentaire,3,13.78,C010
T004711,2024-03-23,Riz,Alimentaire,1,4.44,C027
T004711,2024-03-23,Lait,Alimentaire,1,4.13,C027
T004711,2024-03-23,Chocolat,Snack,2,5.5,C027
T004712,2024-01-12,Chocolat,Snack,1,3.16,C008
T004713,2024-08-31,Pain,Alimentaire,1,2.71,C008
T004713,2024-08-31,Bonbons,Snack,4,8.86,C008
T004713,2024-08-31,Chocolat,Snack,1,3.74,C008
T004714,2024-12-20,Riz,Alimentaire,2,8.06,C012
T004714,2024-12-20,Fromage,Alimentaire,3,14.81,C012
T004714,2024-12-20,Pain,Alimentaire,2,8.63,C012
T004714,2024-12-20,Chocolat,Snack,4,11.5,C012
T004715,2024-08-27,Lait,Alimentaire,1,4.07,C030
T004715,2024-08-27,Pâtes,Alimentaire,4,22.62,C030
T004715,2024-08-27,Bonbons,Snack,3,4.51,C030
T004715,2024-08-27,Fromage,Alimentaire,1,3.5,C030
T004715,2024-08-27,Riz,Alimentaire,2,9.02,C030
T004716,2024-08-26,Bonbons,Snack,1,1.71,C036
T004717,2024-06-02,Jus,Boisson,1,1.85,C010
T004718,2024-05-15,Chips,Snack,3,5.61,C031
T004719,2024-01-24,Fromage,Alimentaire,2,7.21,C027
T004719,2024-01-24,Chips,Snack,3,5.11,C027
T004719,2024-01-24,Lait,Alimentaire,4,13.73,C027
T004719,2024-01-24,Bonbons,Snack,2,3.4,C027
T004719,2024-01-24,Pain,Alimentaire,3,17.46,C027
T004720,2024-05-27,Fromage,Alimentaire,2,10.33,C035
T004720,2024-05-27,Pain,Alimentaire,4,19.34,C035
T004720,2024-05-27,Chips,Snack,4,14.88,C035
T004720,2024-05-27,Riz,Alimentaire,2,7.13,C035
T004721,2024-04-21,Pain,Alimentaire,3,7.48,C016
T004722,2024-07-24,Chocolat,Snack,4,12.94,C022
T004723,2024-04-23,Lait,Alimentaire,1,5.9,C013
T004723,2024-04-23,Riz,Alimentaire,2,4.65,C013
T004724,2024-09-14,Chips,Snack,1,3.83,C046
T004726,2024-09-11,Fromage,Alimentaire,2,8.25,C049
T004726,2024-09-11,Chips,Snack,3,5.72,C049
T004726,2024-09-11,Chocolat,Snack,3,5.4,C049
T004727,2024-02-26,Lait,Alimentaire,4,18.76,C016
T004727,2024-02-26,Chips,Snack,4,8.92,C016
T004727,2024-02-26,Riz,Alimentaire,1,2.08,C016
T004727,2024-02-26,Bonbons,Snack,4,10.32,C016
T004727,2024-02-26,Pâtes,Alimentaire,2,11.51,C016
T004728,2024-10-29,Pâtes,Alimentaire,4,22.05,C039
T004729,2024-02-18,Chips,Snack,1,2.39,C049
T004729,2024-02-18,Pâtes,Alimentaire,3,14.94,C049
T004730,2024-12-01,Pâtes,Alimentaire,1,5.77,C031
T004730,2024-12-01,Riz,Alimentaire,3,10.82,C031
